-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00	-5.00E+00
-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00	-2.50E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00
5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00
7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00	7.50E+00
1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01	1.00E+01
1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01	1.25E+01
1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01	1.50E+01
1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01	1.75E+01
2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01	2.00E+01
2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01	2.25E+01
2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01	2.50E+01
2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01	2.75E+01
3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01	3.00E+01
